date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:42	633121/633121	---MCZ	200	added ('OK')	application/json	date:Sat,%2031%20May%202025%2023:45:40%20GMT	https://team5036.ca/index.php?rest_route=/	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index52f0.json	(from https://team5036.ca/)
19:45:42	37772/37772	---MCZ	200	added ('OK')	application/json	date:Sat,%2031%20May%202025%2023:45:40%20GMT	https://team5036.ca/index.php?rest_route=/wp/v2/pages/167	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index36f5.json	(from https://team5036.ca/)
19:45:43	795/795	---MCZ	200	added ('OK')	text/xml	date:Sat,%2031%20May%202025%2023:45:41%20GMT	https://team5036.ca/xmlrpc.php?rsd	C:/My%20Web%20Sites/team5036-backup/team5036.ca/xmlrpc0db0.php	(from https://team5036.ca/)
19:45:43	2493/2493	---MCZ	200	added ('OK')	application/json	date:Sat,%2031%20May%202025%2023:45:41%20GMT	https://team5036.ca/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fteam5036.ca%2F	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index3c37.json	(from https://team5036.ca/)
19:45:44	2673/2673	---MCZ	200	added ('OK')	text/xml	date:Sat,%2031%20May%202025%2023:45:42%20GMT	https://team5036.ca/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fteam5036.ca%2F&format=xml	C:/My%20Web%20Sites/team5036-backup/team5036.ca/indexd4e6.php	(from https://team5036.ca/)
19:45:46	1121/1121	---M--	200	added ('OK')	image/png	etag:%2257e9b761cd934535%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Logo-Light-Grey.png?fit=32%2C22&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Logo-Light-Grey8485.png	(from https://team5036.ca/)
19:45:46	8389/8389	---M--	200	added ('OK')	image/png	etag:%226f16ddbf38088350%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Logo-Light-Grey.png?fit=192%2C133&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Logo-Light-Greye641.png	(from https://team5036.ca/)
19:45:46	7704/7704	---M--	200	added ('OK')	image/png	etag:%222cf7d3e7a390a9b7%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Logo-Light-Grey.png?fit=180%2C124&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/Logo-Light-Grey0ffa.png	(from https://team5036.ca/)
19:45:47	7102/7102	---M--	200	added ('OK')	image/png	etag:%2234875cf8c50ccc78%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/header-text-e1664292178896.png?fit=1355%2C307&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/header-text-e16642921788963bdf.png	(from https://team5036.ca/)
19:45:47	23570/23570	---M--	200	added ('OK')	image/png	etag:%2278247780e5b63b39%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/05/The_Robo_Devils_Logo.png?resize=950%2C620&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/05/The_Robo_Devils_Logo8570.png	(from https://team5036.ca/)
19:45:48	227472/227472	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20May%202025%2023:45:45%20GMT	https://team5036.ca/?page_id=441	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index3fd7.html	(from https://team5036.ca/)
19:45:48	28967/28967	---M--	200	added ('OK')	image/png	etag:%2293b5ccaf23c35d4f%22	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/05/FIRST_Logo.svg_.png?fit=768%2C666&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/05/FIRST_Logo.svg_d2fe.png	(from https://team5036.ca/)
19:45:48	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226836ea40-4d7%22	https://team5036.ca/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/team5036-backup/team5036.ca/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://team5036.ca/)
19:45:49	203466/203466	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20May%202025%2023:45:46%20GMT	https://team5036.ca/?page_id=211	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index5f1a.html	(from https://team5036.ca/)
19:45:49	184374/184374	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20May%202025%2023:45:46%20GMT	https://team5036.ca/?page_id=869	C:/My%20Web%20Sites/team5036-backup/team5036.ca/index454a.html	(from https://team5036.ca/)
19:45:50	3933/3933	---MCZ	200	added ('OK')	text/css	date:Tue,%2011%20Feb%202025%2010:36:34%20GMT	https://team5036.ca/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widget.css?ver=5.2.11	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/fluentform/assets/css/fluent-forms-elementor-widgetfb16.css	(from https://team5036.ca/)
19:45:50	23862/23862	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202025%2022:11:43%20GMT	https://team5036.ca/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.8.12	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/themes/astra/assets/js/minified/frontend.mine506.js	(from https://team5036.ca/)
19:45:50	11556/11556	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Feb%202025%2022:38:31%20GMT	https://team5036.ca/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=6.1.2	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min658f.js	(from https://team5036.ca/)
19:45:50	6540/6540	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Feb%202025%2022:38:35%20GMT	https://team5036.ca/wp-content/uploads/essential-addons-elementor/eael-167.js?ver=1723750966	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/uploads/essential-addons-elementor/eael-16780de.js	(from https://team5036.ca/)
19:45:51	7370/7370	---MCZ	200	added ('OK')	application/javascript	etag:W/14421-1717166114208.802	https://stats.wp.com/e-202522.js	C:/My%20Web%20Sites/team5036-backup/stats.wp.com/e-202522.js	(from https://team5036.ca/)
19:45:51	143709/143709	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from https://team5036.ca/)
19:45:51	5350/5350	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/js/webpack.runtime.min3ea8.js	(from https://team5036.ca/)
19:45:52	59749/59749	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/js/frontend-modules.min3ea8.js	(from https://team5036.ca/)
19:45:52	21464/21464	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20May%202025%2013:25:01%20GMT	https://team5036.ca/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-includes/js/jquery/ui/core.minb37e.js	(from https://team5036.ca/)
19:45:52	44252/44252	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.5	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/js/frontend.min3ea8.js	(from https://team5036.ca/)
19:45:52	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2031%20May%202025%2023:45:50%20GMT	https://team5036.ca/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/team5036-backup/team5036.ca/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://team5036.ca/)
19:45:53	8505/8505	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2031%20May%202025%2023:45:51%20GMT	https://team5036.ca/cdn-cgi/challenge-platform/h/g/scripts/jsd/6fab0cec561d/main.js?	C:/My%20Web%20Sites/team5036-backup/team5036.ca/cdn-cgi/challenge-platform/h/g/scripts/jsd/6fab0cec561d/maind41d.js	(from https://team5036.ca/)
19:45:54	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2014%20May%202022%2022:08:37%20GMT	https://team5036.ca/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-includes/js/mediaelement/mejs-controls.svg	(from https://team5036.ca/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
19:45:54	221440/221440	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.35.0	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.eot	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
19:45:54	98056/98056	---M--	200	added ('OK')	font/woff2	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.35.0	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.woff2	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
19:45:54	120532/120532	---M--	200	added ('OK')	font/woff	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.35.0	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.woff	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
19:45:55	221280/221280	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.35.0	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.ttf	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
19:45:55	334890/334890	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.35.0	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.svg	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0)
19:46:00	87/87	---MC-	400	error ('Bad%20Request')	text/html	date:Sat,%2031%20May%202025%2023:45:58%20GMT	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/cropped-IMG_6310-scaled-1.jpg?fit=2560%2C1382&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/cropped-IMG_6310-scaled-1c144.jpg	(from https://team5036.ca/wp-content/uploads/elementor/css/post-167.css?ver=1734646150)
19:46:05	87/87	---MC-	400	error ('Bad%20Request')	text/html	date:Sat,%2031%20May%202025%2023:46:03%20GMT	https://i0.wp.com/team5036.ca/wp-content/uploads/2022/09/f895dcc2-ellipse-3-1.png?fit=1463%2C2445&ssl=1	C:/My%20Web%20Sites/team5036-backup/i0.wp.com/team5036.ca/wp-content/uploads/2022/09/f895dcc2-ellipse-3-160ef.png	(from https://team5036.ca/wp-content/uploads/elementor/css/post-167.css?ver=1734646150)
19:46:06	151556/151556	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
19:46:06	151556/151556	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
19:46:07	81612/81612	---M--	200	added ('OK')	font/woff2	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
19:46:07	97804/97804	---M--	200	added ('OK')	font/woff	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
19:46:07	151368/151368	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
19:46:08	749223/749223	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
19:46:08	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
19:46:08	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
19:46:09	78196/78196	---M--	200	added ('OK')	font/woff2	date:Thu,%2022%20May%202025%2004:13:42%20GMT	https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/team5036-backup/team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://team5036.ca/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
